"type","title","location","bedroom","bathroom","size_sqm","price","contact_person","image_link"
"Villa","Amazing Delivered Fully Finished Apartment ","El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","2","311","7,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Apartment 188 m2 with prime location in Eastown","The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo","3","4","226","1,361,683","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","own your luxury town house with10dp up to 10years ","Swan Lake, The 1st Settlement, New Cairo City, Cairo","3","2","155","6,400,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Apt+Private Garden |Lowest Price |Boulevard Mivida","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","240","4,900,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Ø´Ù‚Ù‡ Ù„Ù„Ø¨ÙŠØ¹ ØªØ´Ø·ÙŠØ¨ Ø³ÙˆØ¨Ø± Ù„ÙˆÙƒØ³ Ø¨Ù…Ø¯ÙŠÙ†Ù‡ Ù†ØµØ±","Mostafa Al Nahas St., 6th Zone, Nasr City, Cairo","3","1","125","1,350,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Villa with Installments at Palm Hills,Superb View.","Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","8","8","1.2","12,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Villa Direct On Lake With Pool For Sale  Lake View","Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","640","25,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Apartment for sale/rent at Regents Park 235+200m G","Regents Park, Al Andalus District, New Cairo City, Cairo","3","3","235","6,300,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment - very special price - Mivida - Emaar","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","190","7,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Twin house in Mivida 70% finished for sale","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","321","15,000,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Townhouse","Town corner for sale vgk palm hills amazing price","Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","230","5,500,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Villa","fully finished apartment for sale in 5th square ","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","4","500","14,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Amazing  Stand-alone villa for sale at PHNC ","Fifth Square, North Investors Area, New Cairo City, Cairo","3","2","152","2,932,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Pay cash and receive immediate apartment in Sarai","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","4","626","13,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","40% discount  apartment 180 m in the capital+ inst","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3","3","156","1,570,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Standalone For Sale Mivida Prime Location 356m","De Joya, New Capital Compounds, New Capital City, Cairo","3","3","180","1,400,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Apartment 175M For Sale In Park view Hassan Allam.","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","356","16,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Townhouse","Fully-Finished Villa at Katameya residence ","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","260","8,400,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Landscape View | Best Price |Type G|Prime Location","Park View, North Investors Area, New Cairo City, Cairo","3","2","175","4,400,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Mivida Boulevard Apartment 216 sqm prime location.","Katameya Residence, The 1st Settlement, New Cairo City, Cairo","6","7","700","15,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","For sale a finished penthouse in Choueifat ","Bellagio, Ext North Inves Area, New Cairo City, Cairo","4","5","627","0","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Apartment 170m with garden 100m in Jayd compound ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","216","6,010,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","Under market price furnished townhouse with ACS ","Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","350","5,700,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","So Premium Town house iin Hyde Park 5th settlement","JAYD Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","170","3,536,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","ØªØ§ÙˆÙ† Ù‡Ø§ÙˆØ³ Ù…ØªØ´Ø·Ø¨ Ø¨Ø­Ù…Ø§Ù… Ø³Ø¨Ø§Ø­Ø© Ù„Ù„Ø¨ÙŠØ¹ Ø¨Ù‚Ø·Ø§Ù…ÙŠØ© Ø­Ø§Ø±Ø¯Ù†Ø²","Cleopatra Palace, 5th District, Shorouk City, Cairo","3","4","220","5,000,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Penthouse | Lake View |Ready to move ","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","170","2,399,999","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment for sale/rent at Regents Park 235+200m G","Regents Park, Al Andalus District, New Cairo City, Cairo","3","3","235","6,300,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment - very special price - Mivida - Emaar","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","190","7,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Twin house in Mivida 70% finished for sale","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","321","15,000,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Townhouse","Town corner for sale vgk palm hills amazing price","Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","230","5,500,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Villa","fully finished apartment for sale in 5th square ","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","4","500","14,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Amazing  Stand-alone villa for sale at PHNC ","Fifth Square, North Investors Area, New Cairo City, Cairo","3","2","152","2,932,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Pay cash and receive immediate apartment in Sarai","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","4","626","13,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","40% discount  apartment 180 m in the capital+ inst","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3","3","156","1,570,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Standalone For Sale Mivida Prime Location 356m","De Joya, New Capital Compounds, New Capital City, Cairo","3","3","180","1,400,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Apartment 175M For Sale In Park view Hassan Allam.","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","356","16,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Townhouse","Fully-Finished Villa at Katameya residence ","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","260","8,400,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Landscape View | Best Price |Type G|Prime Location","Park View, North Investors Area, New Cairo City, Cairo","3","2","175","4,400,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Mivida Boulevard Apartment 216 sqm prime location.","Katameya Residence, The 1st Settlement, New Cairo City, Cairo","6","7","700","15,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","For sale a finished penthouse in Choueifat ","Bellagio, Ext North Inves Area, New Cairo City, Cairo","4","5","627","0","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Apartment 170m with garden 100m in Jayd compound ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","216","6,010,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","Under market price furnished townhouse with ACS ","Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","350","5,700,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","So Premium Town house iin Hyde Park 5th settlement","JAYD Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","170","3,536,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","ØªØ§ÙˆÙ† Ù‡Ø§ÙˆØ³ Ù…ØªØ´Ø·Ø¨ Ø¨Ø­Ù…Ø§Ù… Ø³Ø¨Ø§Ø­Ø© Ù„Ù„Ø¨ÙŠØ¹ Ø¨Ù‚Ø·Ø§Ù…ÙŠØ© Ø­Ø§Ø±Ø¯Ù†Ø²","Cleopatra Palace, 5th District, Shorouk City, Cairo","3","4","220","5,000,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Penthouse | Lake View |Ready to move ","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","170","2,399,999","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Ø´Ù‚Ø© Ù„Ù„Ø¨ÙŠØ¹ 175Ù… Ø¨Ø§Ù„Ù…Ù†Ø·Ù‚Ø© Ø§Ù„ØªØ§Ø³Ø¹Ø© Ù…Ø¯ÙŠÙ†Ø© Ù†ØµØ±        .","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","249","6,600,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Townhouse","Twin 265m Ready to move - Palm Hills ins 8 years","Katameya Gardens, El Katameya Compounds, El Katameya, New Cairo City, Cairo","5","4","387","6,700,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Penthouse","Apartment 440 m2 For Sale in Hay El Maadi - Degla.","Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","298","6,000,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Penthouse","Penthouse + Roof 77m installments Stone Residence","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","174","3,306,999","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Townhouse","Townhouse 225m resale azzar 2 / prime location ","Azzar 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","5","225","1,100,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Penthouse","The Lowest In Market Penthouse (Family House) PHNC","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","250","3,715,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","apartment 191 m in sodic East town---------------","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","190","4,300,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","TwinHouse For Sale 320 M - Landscape View - CFC","Cairo Festival City, North Investors Area, New Cairo City, Cairo","3","4","320","11,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Penthouse","Prime Location / PentHouse/ LakeView Residence","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","266","5,600,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Twin House","For sale separate villa with special view lakes .","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","357","13,775,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Villa","Apartment for sale 3BRS in LVR ","Bellagio, Ext North Inves Area, New Cairo City, Cairo","6","6","700","15,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa"," old price duplex in newcairo with 5%down payment ","Swan Lake, The 1st Settlement, New Cairo City, Cairo","4","4","310","2,100,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Mountain View 2 - Villa Sale Prime Location 610m","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","197","3,499,998","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Duplex","With best price Apartment for sale in District 5","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","2","300","7,020,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Villa","3Bedrooms|5% Down|install over8 years|Del. 2025","Mountain View 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","6","610","23,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Townhouse","penthouse for sale in a prime location","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo","3","3","200","6,050,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Nice apartment at Mivida Boulevard for sale","District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","160","3,500,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","duplex 279m in new maadi ultra super lux with ACs","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","520","11,400,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Own nw yr villa with10%dp up to 8years Palm katmya","Stei8ht, The 1st Settlement, New Cairo City, Cairo","3","3","340","15,800,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Penthouse","Ø´Ù‚Ø© 125Ù…ØªØ± Ù„Ù„Ø¨ÙŠØ¹ ÙÙŠ Ù…Ø¯ÙŠÙ†Ø© Ù†ØµØ± Ø¨Ø§Ù„Ø­ÙŠ Ø§Ù„Ø³Ø§Ø¨Ø¹........","Street 207, Degla, Hay El Maadi, Cairo","3","3","600","6,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment for sale 150 m Trio Gardens New Cairo ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","208","8,300,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","Twin House For Sale At Divina Gardens","Street 262, New Maadi, Hay El Maadi, Cairo","4","2","279","3,600,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Villa","Prime location-Villa for sale-El Shorouk City","Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","7","6","582","18,517,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","pent house for sale in cairo fistval city â­â­â­â­â­â­â­â­","Dr Abdallah Al Araby St., 7th District, Nasr City, Cairo","2","2","125","1,350,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Town House Fully Finished Prime Location-Mivida","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","173","8,800,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Townhouse","good deal twon house in Mountain View Hyde Park","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","4","275","6,500,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Apartment for sale in West Arabella with  pool","West Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","150","2,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Twin house for sale Layan - New Cairo","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","180","5,250,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Ø¯ÙˆØ¨Ù„ÙŠÙƒØ³ Ù£Ù¢Ù© Ù… Ø¨Ø­Ø¯ÙŠÙ‚Ø© Ù¡Ù©Ù£ Ù…ØªØ´Ø·Ø¨  Ø¨Ø§Ù„ØªØ¬Ù…Ø¹ Ø§Ù„Ø®Ø§Ù…Ø³ ","Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","480","7,400,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Duplex","Apartment 3BR with lowest price for sale at Sarai","Amorada, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","326","6,000,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Apartment","ØªØ§ÙˆÙ† Ù‡Ø§ÙˆØ³ Ù„Ù„Ø¨ÙŠØ¹ ÙÙŠ Ø§Ù„Ù‚Ø·Ø§Ù…ÙŠØ© Ø¬Ø§Ø±Ø¯Ù†Ø² Ø¨Ø³Ø¹Ø± Ù…Ù…ÙŠØ²      ","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3","3","164","1,285,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","zero over 233m 4bed directly on the Hyde park 147.","Katameya Gardens, El Katameya Compounds, El Katameya, New Cairo City, Cairo","4","4","200","4,100,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Mivida Emaar Twin House 320m Prime Location sale","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","233","2,785,650","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Boulevard 213 m - Mivida - Installment - Emaar","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","304","12,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Twin House","For sale villa in Rehab city model b1 at a very   ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","320","11,000,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Twin House","Apartment With Amazing View In Mountain View HP","Sodic East, 6th District, New Heliopolis, Cairo","4","4","245","5,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","for sale twin house in mivida fully finished ","Swan Lake, The 1st Settlement, New Cairo City, Cairo","3","4","246","10,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","For sale standalone  in Mivida on an open view   .","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","213","6,526,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Own ur Apartment In Front Of AUC With Installments","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","186","3,400,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Own your apartment, fully finished, Sodic,VILLETTE","Maamoun Al Shennawi St., Rehab City First Phase, Al Rehab, New Cairo City, Cairo","4","3","227","5,600,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Fully Finished Pent House in Park View HassanAllam","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","199","3,450,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","standalone for sale in Deyar sabbour, lowest price","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","255","16,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Duplex","0%DP Over 10Y DISCOUNT 44% immediately Delivered. ","Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","4","3","264","2,300,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Apartment","Apartment for sale in maadi sarayat second floor","Sarayat Al Maadi, Hay El Maadi, Cairo","4","3","275","4,500,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","OWN FULLY FINISHED APARTMENT ONLY 5% DP - AL REHAB","El Rehab Extension, Al Rehab, New Cairo City, Cairo","3","2","177","3,191,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Ø¨Ø£Ù‚Ù„ Ø³Ø¹Ø± Ù„ØªÙˆÙŠÙ† Ù‡Ø§ÙˆØ³ Ø¨Ø£Ø±Ù‚Ù‰ ÙƒÙˆÙ…Ø¨ÙˆÙ†Ø¯ -Ø¯ÙŠØ§Ø± Ø¨Ø§Ø±Ùƒ- ØµØ¨ÙˆØ±","Dyar Park, Ext North Inves Area, New Cairo City, Cairo","4","5","360","7,400,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Corner Apartment for sale at mivida boulevard","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","3","282","5,100,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Own a fully finished twin house in new capital","Al Maqsad, New Capital Compounds, New Capital City, Cairo","5","5","426","8,600,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Typical APT191m Prime Location-2Years Installments","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","191","4,100,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment In Hyde Park With Installments Till 2030","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","199","1,450,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","For sale apartment fully finished near auc ","Highland Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","155","2,500,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment for sale in rhodes immediate delivery","Rhodes, New Capital Compounds, New Capital City, Cairo","2","3","127","1,700,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Duplex","Duplex roof fully finished resale at Eastown sodic","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","310","7,850,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Apartment","Apartment For Sale 199m in Park Corner Hyde Park","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","199","2,065,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
