"type","title","location","bedroom","bathroom","size_sqm","price","contact_person","image_link"
"Villa","Spacious finished apartment at The City of Odyssia","Sodic East, 6th District, New Heliopolis, Cairo","5","5","251","4,315,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","3Bed|13 TH per m2|install cash price over 4 years","Al Taqa St.   Mohamed Mostafa Al Sayed, Al Nadi Al Ahly, Nasr City, Cairo","3","2","180","1,750,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","own your apartment 2 bed in palm Hills new Cairo ","Al Laselky St., El Laselky, New Maadi, Hay El Maadi, Cairo","3","2","251","2,700,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment for sale Mivida Boulevard 216SQM inst.","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","274","4,100,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Fully finished Standalone for sale in Lake View","The City of Odyssia, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3","2","224","2,364,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Amazing Standalone With Amazing View In - Bellagio","Oia, New Capital Compounds, New Capital City, Cairo","3","3","165","2,145,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","WITH LOWEST PRICE Apartment For Sale 274 M ON View","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","158","3,640,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Vila 260m For Sell in Village Garden Katameya","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","216","3,150,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","fully finished villa, marvels view in lake view","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","6","4","516","22,188,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Very Prime Quatro in Citygate Opal with land 270m","Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","550","30,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","hot offer lowest price stand alone palm hills new.","Bellagio, Ext North Inves Area, New Cairo City, Cairo","6","6","650","17,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Resale Large Villa in Swanlake Kattamya 1200m","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","274","4,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","For sale standalone villa - Palm Hills New Cairo .","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","3","161","2,045,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","apartment for sale 217m eastown lowest price","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","350","10,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","FOR LIMITED TIME 3 bedrooms apt in uptown cairo","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","217","4,850,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","i villa garden For sale view lagoon prime location","The Sierras, Uptown Cairo, Mokattam, Cairo","3","3","225","6,800,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Apartement for sale at safir square ","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","235","4,044,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","A Special Duplex In Compound Hyde Park New Cairo","Safeer Square, Almazah, Heliopolis - Masr El Gedida, Cairo","4","2","355","3,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Duplex","Standalone For Sale In MIVIDA prime location","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","255","4,400,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Villa","In New Capital apartment fully finished for sale ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","356","16,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","zero over 233m 4bed directly on the Hyde park 147.","Vinci, New Capital Compounds, New Capital City, Cairo","3","3","164","3,358,658","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment for sale 250 meters in banafseg villas","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","233","4,499,650","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment at Sky Condos Villette for sale 188 m  .","El Banafseg 12, El Banafseg, New Cairo City, Cairo","3","2","250","3,250,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","160m apartment ready to move 2.850.000 cash","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","188","3,500,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","Ready to move ,3Bedrooms,bahary, f.finished +ACS","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","286","5,000,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Stand Alone For Sale in Seasons Residence","Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","2","2","160","2,850,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","IVILLA ROOF 300METER IN MOUNTAIN VIEW HYDE PARK ..","Swan Lake, The 1st Settlement, New Cairo City, Cairo","3","3","214","6,624,640","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Penthouse good loc in loutas compound new cairo","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","137","5,787,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Available(NOV.2021) Best price*Villa in Lake View*","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","247","2,250,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment"," Apartment for sale in Eastown compound","Fifth Square, North Investors Area, New Cairo City, Cairo","3","2","152","3,050,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Stand alone 761m fully finished near south 90th St","Seasons Residence, Ext North Inves Area, New Cairo City, Cairo","5","5","870","22,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","For sale apartment fully finished 230m kp sodic","Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo","3","3","230","5,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment for sale in Stone Residence 220 sq. Pool","Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","220","2,350,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Twin House for Sale Patio oro New Cairo la Vista","Sodic East, 6th District, New Heliopolis, Cairo","3","5","245","6,230,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Twin House","Ready to move apartment at Hayati residence","El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","295","6,300,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Twin House With Amazing View In Villette - Sodic","Hayati Residence, North Investors Area, New Cairo City, Cairo","3","2","170","2,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Aapartment 212 meter fully finished for saleâ­â­ â­â­","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","310","11,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment installment for sale in Mivida Emaar","Cairo Festival City, North Investors Area, New Cairo City, Cairo","3","3","212","7,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","amazing apartment for sale in hyde park (NCV)","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","208","3,578,646","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","lowest offer in market apartment at palm hills","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","185","2,650,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment for sale at palm hills New Cairo","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","238","1,300,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Apartment for sale Fully finished in Katamya Plaza","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","410","15,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","APARTMENT FOR SALE-AURORA - PRIME LOCATION 180 SQM","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","151","1,693,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","ÙÙŠÙ„Ø§ ÙÙŠ pk1 ØªØ´Ø·ÙŠØ¨ Ø§ÙƒØ«Ø± Ù…Ù† Ø±Ø§Ø¦Ø¹ ØªØ·Ù„ Ø¹Ù„ÙŠ Ø§Ù„Ø¨Ø­ÙŠØ±Ø§Øª","Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo","2","2","153","3,300,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","standalone palm hills villa with prime location","Aurora, Uptown Cairo, Mokattam, Cairo","2","2","200","7,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Ready to move ground Apartment @ LakeView Compound","Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","8","8","1.08","25,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Apartment ready to move + AC and kitchen at sodic ","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","150","2,800,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Duplex","apartment for sale in Tag sultan - Taj City","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","240","7,000,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Villa","Own a unit in international hotels in the capital.","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","780","16,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Mivida Emaar Stand alone For Sale","Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","122","2,400,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Amazing Town House With Best View In Mivida","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","215","10,000,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Duplex","Fully Finished with AC and Kitchen ready to move","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo","3","3","176","3,553,555","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Twin House","Apartment 221m Direct on Pool at Fourteen Golf","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","4","225","11,000,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment for sale at Taj City ( T-Zone )","Fifth Square, North Investors Area, New Cairo City, Cairo","3","2","144","3,260,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Ground flat at Stone Residence prime location 200m","The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo","3","3","221","6,700,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","unit 155 m  for sale in Jayed Beside El E l Rehab ","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","149","2,500,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Townhouse for sale midtown 10% down payment ","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","200","3,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","For Sale Finished + ACs Duplex in Eastown Sodic","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","165","4,900,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","ØªØ§ÙˆÙ† Ù‡Ø§ÙˆØ³ Ù„Ù„Ø¨ÙŠØ¹ ÙÙŠ Ù‚Ø·Ø§Ù…ÙŠØ© Ø¬Ø§Ø±Ø¯Ù†Ø² ÙÙŠÙˆ Ù…Ù…ÙŠØ² Ø¨ØªØ³Ù‡ÙŠÙ„Ø§Øª","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","160","4,200,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Fully Finished town house 5DP OVER 8 YEARS-EMMAR","JAYD Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","2","155","2,441,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","VILLA FOR SALE IN STEI8HT NEW CAIRO","Midtown Sky, New Capital Compounds, New Capital City, Cairo","3","3","350","6,943,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Duplex","Town house | fully finished | Layan| Sabbour","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","317","9,500,000","6285755857115","https://i.pinimg.com/736x/0a/20/bf/0a20bf5cc1bb8f1a05b6e1fd56388b34.jpg"
"Townhouse","Ground floor garden apartment in Stone Residence","Katameya Gardens, El Katameya Compounds, El Katameya, New Cairo City, Cairo","4","4","305","2,000,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Townhouse","ÙØ±ØµÙ‡ Ù…Ù…ØªØ§Ø²Ù‡ 165Ù… /2008 Ø¨Ø§Ø­Ù…Ø¯ ÙØ®Ø±Ù‰               ..","Celesta Hills, Uptown Cairo, Mokattam, Cairo","4","4","246","15,000,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Townhouse","LOWEST PRICE FOR TOWN HOUSE CORNER PRIME LOCATION ","Stei8ht, The 1st Settlement, New Cairo City, Cairo","5","6","275","9,200,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Townhouse","Twin house 4 rooms 4 sale view on Lake and garden.","Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","266","5,900,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment"," Prime Located Apt. in Al Marasem (Fifth Square)","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","200","1,800,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Twinhouse in a prime location in patio oroo","Ibrahim Nawar St., 6th Zone, Nasr City, Cairo","3","2","165","1,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Villa in Sodic with 5%DP installment over 7 years","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","278","0","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Twin House","Villa For Sale Uptown Cairo Hot Price ","Casa Verde, North Investors Area, New Cairo City, Cairo","4","4","375","8,299,999","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment 160m for sale,Rabaa Investment Buildings","Fifth Square, North Investors Area, New Cairo City, Cairo","3","3","205","5,200,001","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","apartment for sale fully finished 3 bedrooms 224m","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","224","0","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Lowest price | Best location|Fully finished Mivida","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","356","16,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
